449.0;411.0;582.5;403.5;723.0;392.0;895.5;389.0
449.0;411.0;582.5;402.5;723.0;391.5;895.5;389.0
449.0;411.0;582.5;402.5;723.0;391.5;895.5;389.0
449.5;410.5;582.5;402.5;723.5;391.5;894.5;389.0
449.5;411.0;581.5;402.5;723.0;392.0;895.0;389.5
449.5;411.5;581.5;403.5;723.5;392.5;894.5;390.0
450.0;412.0;581.5;403.5;722.0;393.0;894.5;390.0
450.0;411.0;582.0;403.0;722.5;393.5;894.5;390.0
449.0;411.0;581.5;403.5;723.0;393.5;894.5;390.0
449.5;411.5;581.5;403.5;723.0;393.5;894.5;390.0
449.5;411.5;581.5;403.5;723.5;394.0;894.5;390.0
449.5;411.5;581.5;403.5;723.0;394.0;894.5;390.0
449.5;411.5;581.5;403.5;723.5;393.0;894.5;390.0
449.5;411.5;582.5;402.5;723.5;393.0;894.5;390.0
449.5;411.5;581.5;403.5;723.5;392.0;894.5;390.0
450.5;411.5;582.0;403.0;723.0;392.5;894.5;390.0
449.5;412.0;581.5;403.5;723.5;393.0;894.0;390.5
449.5;411.5;581.5;403.5;723.5;393.0;894.0;390.5
450.5;412.5;582.5;402.5;723.5;393.0;895.0;390.5
450.0;411.0;582.0;403.0;723.5;393.0;894.5;391.0
449.5;411.5;582.5;403.5;723.0;392.5;895.0;390.5
450.5;412.0;582.5;403.5;724.0;393.5;894.5;391.0
450.5;412.5;582.5;404.5;724.0;394.5;895.0;391.5
450.5;412.5;583.0;405.0;724.5;394.0;895.0;391.5
451.5;412.5;582.5;404.5;724.0;392.5;896.0;391.5
451.0;411.0;582.5;403.5;724.0;393.5;895.5;391.0
451.0;411.0;583.5;404.0;724.5;393.0;895.5;390.0
451.5;411.0;583.5;404.5;724.5;393.0;895.5;390.0
451.5;410.5;584.0;404.0;725.5;393.0;896.0;390.5
452.5;411.0;585.0;404.0;725.5;393.0;897.0;390.5
452.0;411.0;584.5;403.5;725.0;393.5;896.5;391.0
452.5;410.5;585.5;403.5;725.5;394.0;897.5;391.0
452.5;411.5;584.5;403.5;726.5;394.0;897.5;391.0
453.5;411.5;585.0;404.0;726.5;393.0;897.0;391.5
453.5;411.5;585.5;403.5;727.0;392.5;897.5;391.0
453.5;411.0;585.5;402.5;727.5;393.0;897.5;391.0
454.5;411.5;587.0;403.0;727.5;393.0;898.5;390.0
454.5;411.5;587.0;402.0;727.5;393.0;898.5;390.0
454.5;410.5;586.5;402.5;727.5;393.0;898.5;390.0
455.0;411.0;587.5;402.5;728.0;392.5;899.0;389.5
455.0;410.0;587.5;402.5;728.5;393.0;899.5;390.0
454.5;410.5;587.5;402.5;728.5;393.0;899.0;389.5
456.0;412.0;587.0;403.0;728.5;393.0;900.0;390.5
455.5;410.5;586.5;402.5;728.5;393.0;900.0;390.5
454.5;410.5;587.5;402.5;728.0;392.5;899.0;389.5
454.0;410.0;586.5;402.5;727.5;392.0;898.5;390.0
454.5;410.5;587.5;402.5;728.0;391.5;898.5;390.0
454.5;410.5;586.5;402.5;728.5;392.0;898.5;390.0
455.0;410.0;587.0;402.0;728.5;392.0;898.5;390.0
455.5;408.5;587.5;403.5;729.0;392.5;899.5;390.0
456.5;408.5;589.5;404.5;730.0;392.5;899.5;389.0
457.5;407.5;589.5;406.5;730.5;395.0;900.5;389.0
458.5;405.5;590.5;407.5;732.0;396.0;900.5;390.0
459.0;406.0;592.5;410.5;732.5;398.5;902.5;392.0
459.5;404.5;591.5;412.5;733.0;402.0;902.5;392.0
461.0;405.0;593.5;414.5;734.0;403.0;902.5;392.0
461.0;406.0;593.5;417.5;735.0;406.0;903.5;393.0
463.0;410.0;596.0;421.0;735.5;406.5;904.0;391.5
464.0;413.0;597.0;424.0;737.5;408.5;904.5;392.0
464.5;417.5;597.0;427.0;738.5;408.5;903.5;392.0
466.5;422.5;598.5;431.5;738.5;411.5;904.5;392.0
467.0;428.0;601.5;435.5;740.0;414.0;905.5;392.0
468.0;433.0;601.5;439.5;741.0;416.0;905.0;392.5
469.0;438.0;604.5;446.5;742.5;419.0;906.5;394.0
471.0;443.0;605.5;450.5;744.5;422.0;906.5;395.0
472.5;448.5;607.5;454.5;746.0;425.5;907.0;395.5
474.0;454.0;608.5;458.5;747.5;428.0;908.0;396.5
476.5;458.5;611.5;463.5;749.5;430.0;908.5;396.0
477.5;463.5;614.5;467.5;750.5;431.0;909.5;396.0
478.5;468.5;615.5;470.5;752.5;432.0;910.5;396.0
479.5;472.5;617.5;474.5;753.5;433.0;910.5;397.0
481.0;477.0;618.5;476.5;755.0;435.5;911.5;397.0
481.5;478.5;620.5;480.5;756.5;437.0;912.5;397.0
484.5;479.5;622.5;480.5;757.5;438.0;912.5;398.0
484.0;481.0;623.5;483.5;759.0;438.5;914.5;398.0
486.5;480.5;625.5;482.5;760.5;439.0;914.5;398.0
487.5;480.5;626.5;483.5;761.5;439.0;914.5;398.0
488.0;480.0;626.5;482.5;761.0;439.5;915.5;398.0
488.5;478.5;626.5;481.5;761.0;438.5;915.5;398.0
487.5;477.5;625.5;480.5;760.0;437.5;914.5;398.0
487.0;474.0;624.5;479.5;759.5;438.0;914.5;398.0
486.0;471.0;622.5;477.5;756.5;436.0;913.5;397.0
484.5;467.5;620.5;476.5;755.5;436.0;913.5;397.0
483.0;464.0;617.5;472.5;753.5;436.0;912.5;397.0
481.0;460.0;615.5;471.5;753.0;435.5;911.5;398.0
479.0;456.0;612.5;467.5;750.0;434.5;910.5;398.0
477.5;454.5;611.5;463.5;747.0;432.5;910.5;397.0
473.5;452.5;607.5;460.5;746.0;429.5;907.5;396.0
472.5;449.5;605.5;456.5;744.0;426.5;908.0;395.5
469.5;449.5;603.5;451.5;742.0;423.5;907.5;395.0
467.0;446.0;600.5;447.5;739.5;421.0;906.5;395.0
464.0;445.0;597.5;442.5;738.5;418.0;904.5;394.0
462.5;442.5;595.5;437.5;735.5;415.0;904.5;394.0
461.5;439.5;594.5;433.5;734.5;411.0;902.5;394.0
461.0;437.0;591.5;429.5;731.5;408.0;901.5;393.0
460.0;434.0;591.5;424.5;730.5;404.0;900.5;391.0
458.5;429.5;589.5;420.5;729.5;401.0;898.5;391.0
457.0;424.0;588.5;414.5;728.5;398.0;898.5;391.0
457.0;419.0;588.5;409.5;728.5;395.0;897.5;390.0
457.0;413.0;588.5;405.5;727.5;393.0;896.5;390.0
456.5;406.5;587.5;401.5;727.5;392.0;896.5;389.0
456.5;399.5;587.5;396.5;727.5;389.0;896.5;389.0
456.5;395.5;587.5;392.5;728.5;386.0;897.5;389.0
456.0;389.0;588.5;385.5;728.5;383.0;897.5;389.0
457.0;385.0;588.5;379.5;730.5;380.0;898.5;389.0
459.0;381.0;591.5;372.5;732.5;376.0;899.5;388.0
461.0;376.0;592.5;366.5;733.5;370.0;899.5;386.0
462.0;369.0;593.5;360.5;734.5;365.0;900.5;385.0
462.0;363.0;593.5;353.5;735.5;361.0;900.5;382.0
